month_id,volatility
1,0.3197118975651187
2,0.22503318254601062
3,0.2833729109774265
4,0.2810229009983805
5,0.28374781568234914
6,0.17975525180258967
7,0.2701415164784919
8,0.18928695205025503
9,0.24033340528025196
10,0.1588780721220716
11,0.27993210240045047
12,0.33367847242888576
13,0.32860095016544055
14,0.27292077815205124
15,0.23437455659292836
16,0.14900215506805078
17,0.4215232017440843
18,0.15200941072276747
19,0.19641739979331152
20,0.16984148811318278
21,0.1288325217239886
22,0.1555114836795072
23,0.2520991020821924
24,0.45762271063683896
25,0.3581790523561358
26,0.29293426036017634
27,0.21040422756332794
28,0.3482686723102102
29,0.36875909021464587
30,0.23174405115843916
31,0.20386437052727965
32,0.24003911847993442
33,0.2027715701198187
34,0.670041536526588
35,0.3769597983465894
36,0.5894144331111056
37,0.4643427041857989
38,0.21074489721932038
39,0.3299269674605458
40,0.25411092642686817
41,0.35728516711183333
42,0.20295373938951752
43,0.13752581236694553
44,0.12050394765717136
45,0.18973113862879343
46,0.24424393516203474
47,0.17541764083869896
48,0.3225971948527759
49,0.35774118432772134
50,0.21292477669266494
51,0.38141405705205683
52,0.3064836059401334
53,0.20675813405216267
54,0.4887313937411202
55,0.16606545831969047
56,0.23066438595566072
57,0.2275715074337144
58,0.2228193778439691
59,0.17031603682229454
60,0.39405323598387815
61,0.21836475279395404
62,0.5893990589367325
63,0.4589908345714251
64,0.655995243648322
65,0.5997427539986866
66,0.3094787676684084
67,0.38823806487152185
68,0.2217408694715968
69,0.23694545366126235
70,0.26628065678142004
71,0.2919773272873655
72,0.37230316136523417
73,0.20112521779161852
74,0.24392795280023843
75,0.31912793656883964
76,0.33158586237468596
77,0.4068224061014066
78,0.21689077413043842
79,0.21070670527898158
80,0.25310922302726824
81,0.1686712170995622
82,0.3826299763655777
83,0.31171093632160485
84,0.4393506778669536
85,0.3737545712650726
86,0.37667886736316936
87,0.3918860645990958
88,0.33981993888692563
89,0.2934271086614203
90,0.3067193037426081
91,0.2751620422818626
92,0.2724725512580319
93,0.30690001244265913
94,0.37492649655691157
95,0.4772497944442557
96,0.5740488965173901
97,0.4325744238855244
98,0.2192152731110028
99,0.30640106502754855
100,0.23349303194796336
101,0.29940423747160383
102,0.2448590784627029
103,0.453585101335681
104,0.3279262711796996
105,0.2227290022190147
106,0.38352579808657644
107,0.3569266245579685
108,0.6344936041316148
109,0.30861024578329765
110,0.24624852816245396
111,0.25857718730928847
112,0.43058708139005486
113,0.3958150590964442
114,0.3858511442827675
115,0.3670340261777673
116,0.2861711991239972
117,0.3797727060636679
118,0.3236646582652253
119,0.3485794592984934
120,0.6714247460555197
121,0.4126533672906009
122,0.19662075974878665
123,0.30417560903735014
